文本,价格,外观,质量
外观 质量 满意 刚刚 收到 迫不及待 三月 听说 芥菜 煮 鸡蛋 吃 能治 头疼 病 试试 ,0,1,1
千叶 款 大气 好看 包装  盘子 有个 黑点 尴尬 挺 劣质,0,1,-1
容量 挺大 先 淘米水 烧开 稳固 一遍 挺 颜值 实用 双 在线 ,0,1,1
外观设计 奈斯 实物 效果图 还好 ,0,1,0
很漂亮 做 摆件 ,0,1,0
京东 购买 实惠   人员 态度 送货   超市 买 好多 ,1,0,0
外观 大气 小木托 效果 挺 结实 ,0,1,1
杯子 颜色 好看 大小 合适 盖子 冬天 ,0,1,0
头 套装 碗 收到 包装 完整 破损 设计 简洁 大方 图案 清晰 完整 喜欢 ,0,1,1
不错 发货 速度 很快 服务态度 颜色 很漂亮 锅体 轻便 适合 一家 三口 不错 做工 精细 炖肉 炖煮 炖 燕窝 ,0,1,1
包装 不错 店家 真 用心 包 成 土匪 杯子 很漂亮 好评 ,0,1,0
外观 包装 不错   美观 程度 图案 设计 大众化   商品 价廉物美   体验 建议 三口 家 购买 ,1,1,0
洁雅杰 这款 盘子 奶 白色 很漂亮 放 颜色 菜 百 搭 喜欢 盛菜 拌面 水果 拼盘 实用 ,0,1,1
物流 超快 大小 刚刚 颜色 好看 瑕疵 包装 一点 损坏 用过 写 评价 好用 好用 熬汤 溢出 健康 保温 购物 满意 喜欢 下手 ,0,1,1
外观 包装 用心   瓷质 效果 美观大方   隔热 效果 真   商品 好看 ,0,1,1
商品 包装 不错 外观 很漂亮 感觉 用心 发货 很快 点赞 ,0,1,0
质量 不错 厚度 特别 厚 价位 合算 ,1,0,1
外观 可爱   实用   买回来 煲汤   味道 不错 ,0,1,1
京东 选了 这款 药锅 到货 很快 质量 厚实 顺手 盖子 提手 设计 高 人性化 揭盖 烫 深 颜色 鲜艳 清洁 ,0,1,1
质量 结实 煲 药 放 价格 实惠 ,1,0,1
挺 大气 ,0,1,0
太漂亮 满意 包装 特别 仔细 严实 ,0,1,1
摆件 特别 不错 烟灰缸 放在 客厅 摆件 工艺 品质 不错 看着 美观大方 尺寸 小巧 可爱 总体 满意 愉快 购物 体验 ,0,1,1
刚刚 收到 评价 东西 不错 够 够 三四个 量 精致  信任 京东 ,0,1,1
锅 挺 配色 神奇 好看 炖 红烧肉 羊汤 挺不错 适合 明火 热爱 做饭 挺 做 美食 享用 ,0,1,0
表面 手感 手感 光滑   外观设计 外观 美 帅气   手工 工艺 杯子 材质 ,0,1,1
不错 买 外形 小巧玲珑 样子 好看 盖子 不错 盖 不严 担心 两次 京东 很快 换 速度 很快 解决 物流 给力 上午 下单 下午 送达 头 天下 隔天 送达 ,0,1,-1
美观 程度   外观设计 简约 好看   表面 手感 光滑,0,1,1
碗筷 套装 收到   特别 好看 搬 新 家用   质量 不错   挺 满意   超市 便宜 ,1,1,1
家里 盘子 不多 喜欢 超市 太 麻烦 京东 买 几个 价格 便宜 盘子 买带 花纹 一共 买 盘子 二十块 钱 ,1,1,0
美观 程度 不错 好好看 食欲   商品 花色 质量   外观 包装 包装 严实   隔热 效果 用后 反馈 ,0,1,1
白白的 好看 喝 豆浆 口感 哈哈哈 手感 滑滑 挺舒服 外观 简单 大方 单调 总体 不错 ,0,1,1
外包装 礼盒装 美观大方 不错 碗 泡沫 保护 足够 稳妥 搬 新家 家里 碗 买 一套 暂时 够用 一套 外观设计 不错 简约 景德镇 制造 质量 保障 一套 涵盖 日常 价格 接受 京东 不错 第二天 准时 送到 家 ,1,1,1
蒸 鸡蛋 太 尺寸 合适 ,0,1,0
包装 结实 胶带 固定 收到 磕碰 坏   东西 不错 第一 质量 颜值 不错 家里 肿起来 ,0,1,1
昨晚 早就 送到 送货 看着 漂亮 双十 一买 实惠 锅 看着 光滑 一点 瑕疵 希望 耐用 一点 ,1,1,1
破裂 一点 货 生气 满意 ,0,0,-1
砂锅 不错 大小 刚刚 总来 孩子 炖排骨 玉米汤 番茄 牛腩 不错 颜值 不错 砂锅 炖 汤 好喝 很棒 ,0,1,0
外观 包装 包装 不破 美观   美观 程度 好看 优质 送人 不错 选择 ,0,1,1
款 产品质量 重量轻 体积 非常适合 居家 外观 好看 内部 光滑 细腻 残留 手柄 握感 舒服 壶盖 配有 防滑 防烫 皮套 贴心 推荐 ,0,1,1
惊艳 绝美 一套 包装 结实 一丝 破损 瓷质 细腻 光滑 一整套 够 家人 满意 购物 京东 自营 商品 值得 信赖 ,0,1,1
砂锅 收到   双 十二 买 东西 第二天 到货   好评 厚实   沉甸甸 砂锅   颜值 高   媳妇儿 二三百   没想到 价格 便宜 买   改天 试试 煲汤   点赞 ,1,1,1
盘子 洁净 能盛 汤汁 菜 水果   看着 结实   物流配送 小哥 服务态度 感谢 京东 ,0,0,1
杯子 好看 缺点 喜欢 无聊 很快 ,0,1,0
收到 当天 晚上 炖鸡 子 超级 好吃 锅 密封性 好 保温,0,0,1
烟灰缸 收到 造型 漂亮 金色 小鹿 感觉 美观 集合 摆设 实用 手感 重量 合适 底部 没用 弯曲 摆放 ,0,1,1
爱仕达 陶瓷 砂锅 包装 严实 设计 美观 活动 期间 购入 容量 4.6 升 合适 一家 三口 量 红黑 搭配 颜值 高 做工 细腻 外表 光滑 关键 煲汤 味道 煮 家人 说好 ,1,1,1
过年 回到 家 发现 家里 砂锅 坏 大年三十 下单 初二 上午 送来 迫不及待 拆开 包装 结实 磕碰 未免 烧裂 买 三年 换 新 服务 中午 吃 火锅 烧 黑 很漂亮 锅子 实用,0,1,1
家里 炖锅 每次 炖肉 上次 朋友家 小熊 熬粥 说 好用 熬 粥 好喝 京东 款 不错 ,0,0,1
砂锅 很快 收到 大小 合适 想要 质量 完美 态度 ,0,1,1
碟子 碗筷 勺子 瓷器 类 物品 包装 严密 损伤 送货 速度 碟子 摸 光滑 光泽 碗筷 搭配 好看 勺子 手感 瓷器 物品 放心 值得 拥有 值得 推荐 值得 购买 下次 还来 购买 ,0,1,1
颜值 高 质量 不错 怀孕 喝汤 买 锅 价格 实惠 煮粥 煲汤 盯 溢锅 配送 速度 很快 第二天 ,1,1,1
锅 图案 买 喜欢 两头 小毛驴 拿到 手 实在 惊喜 做工 精细 整体 光滑 会磨手 地方 漂白 白色 米 白色 赞赞赞 先 淘米水 煮 煲汤 效果 满意 家里 电 炖锅 煲汤 明火 煤气 烧过 底会 变黑 干净 太好了 希望 往后 几十年 品质 无限 回购 ,0,1,1
不错 完好无损 碗 很漂亮 发货 很快 推荐 购买 ,0,1,1
说 值 喜欢 好看 ,1,1,0
这套 瓷器 满意 颜色 图片 好看 今边 闪闪 碗够 薄 精致 大小 多件 一家人 够用 物流 很快   推荐 ,0,1,1
  底座 精致 点 更好 ,0,0,1
质量 不错 外表 颜色 透亮   高大 ,0,1,1
活动 时买 优惠  图案 精美 光洁 干净 质感 整体 感觉 不错 沉甸甸 分量   包装 泡沫 箱子 胶带 缠绕 紧 单独 固定   速度 很快 ,1,1,1
这款 不错 砂锅 外包装 保护 纠结 久 买 六升 太大 到货 发现 买大 轻松 放进去 整鸡 不用 加满 汤 外溢 这回 煲 一点 汤 全家 每人 喝上 两小碗 热乎乎 保温 好 感觉 舒服 ,0,1,1
东西 收到 包装 完好无损 东西 毛病 漂亮 有型 挺 看着 不错 摸 手感 光滑 品牌 东西 质量 保证 儿媳妇 做月子 熬粥 熬汤 想 味道 香香的 ,0,1,1
东西 收到 包装 外形 美观 喜欢 瓷 质 不错 ,0,1,1
收到 炖 点 排骨 开一 下锅 容量 够 几个 人用 一会 尝一尝 味道 咋样 这锅 导热性 一会 开锅 节约 煤气 小火 慢慢 炖 分钟 出锅开 吃 ,0,1,1
物流   包装 仔细 破损 精美  釉质 光滑 瑕疵   价格 实惠   真心 不错   满意 ,1,1,1
这碗 瓷质 不错 质量 喜欢 下次 还会 光顾 ,0,0,1
"爱仕达 砂锅 收到 昨天 下单 收到 特别 喜欢 京东 物流 喜欢 京东 自营 商品 物流 特别 品质 保障 赶上 双十 价格 实惠 毫不犹豫 买 买 苏泊尔 厨具 买 爱仕达 , 做 评价 ",1,0,1
药锅 太小   中药 药方   附加 药包   买 7f   4.5 L   熬   锅 质地  细腻 发货 ,0,-1,1
砂锅 收到 迫不及待 打开 颜值 爆棚 质量 陶瓷 细腻 做 五花肉 白菜 炖 粉条 早上 孩子 熬粥 不大不小 正好 喜欢 ,0,1,1
价廉物美 盘子 深度 足够 印花 清晰 满意 ,1,1,0
砂锅 质量 不错 梨子 做 饭 砂锅 好吃 米饭 香 砂锅 京东 砂锅 京东 好吃 砂锅 ,0,0,1
外观 包装 严密 结实 碗碟 完好无损 买 两套   美观 程度 样式 素雅 喜欢   商品 喜欢 蓝色 调 大小 合适   体验 釉质 光滑 格调   瓷质 效果 家人 喜欢 ,0,1,1
这套 瓷器 实用 应有尽有 一套 搞定 色彩 鲜艳 质量 不错 ,0,1,1
杯子 挺 好看 包装 稳 ,0,1,0
买回来   迫不及待 不错 感觉 煲 鸽子 汤 香 完美 购物 体验 砂锅 份量 很足 贴心 送 隔热 垫 ,0,0,1
杯子 挺不错 手里 分量 做工 好多天 没什么 很能 装水 装满 喝 完 那种 很棒 ,0,0,1
漂亮 咖啡杯 大小 适中 外面 釉 光滑 细腻 锃亮 星座 花纹 简单 好看   气质 很大 价廉物美 喜欢 ,1,1,1
被子 看着 细节 很漂亮 ,0,1,0
喜欢 砂锅 颜色 好看 大小 合适 苏泊尔 品牌 值得 信赖 使用率 高 炖汤 酸菜鱼 熬粥 京东 送货 包装 结实 拆 半天 第二天 收到 很快 炖 牛肉 嫩 孩子 爱 吃 ,0,1,1
一段时间 瓷器 不错 感觉 厚实 质量 挺 颜值 高 买来 日式 盘子   三个 店   买 瓷器     配成 一套   棒 ,0,1,1
很漂亮 洁白 底面 搭配 金色 镶边 花纹 显得 高档 很漂亮 朋友 搬 新家 特意 挑选 一套 漂亮 礼物 送 朋友 喜欢 京东 自营 送货 很快 稳妥 一点 摔 包装 到位 价格 合适 实用性 高 ,1,1,1
有个 玻璃杯 小心 喝水 摔碎 平常 马虎 配备 抗 摔 杯子 正好 赶上 七一 买 服务 标识 算 忘 初心 杯子 杯体 钢化 搪瓷 杯盖 白瓷 漂亮 手感 不错 容量 稍微 少 下次 买个 容量 ,0,1,1
这是 愉快 购物 包装 实惠 总体 喜欢 宝贝 收到 价钱 便宜 质量 卖家 贴心 喜欢 ,1,0,1
包装 到位 损坏 好看 实用 价格合理 ,1,1,1
特别 晚上 买 第二天 开锅 质量 好 外观 美 开锅 后用 追评 ,0,1,1
超级 喜欢 色差 很漂亮 满意 下次 还会 光顾 ,0,1,0
碗 很小 拿来 做 烟灰缸 ,0,-1,0
人无完人 碗 完碗 小小的 瑕疵 总体 质量 性价比 超高 双 十一大 促 ,1,-1,1
一整套 很漂亮 美 ,0,1,0
捷升骥世 景德镇 陶瓷 碗 盘 勺子 筷子 十六 件 收到 物有所值 好看 ,1,1,0
不错 预想 容量 大太多 喜欢 煲汤 点赞 ,0,1,0
一次性 买 两套 搞 活动 质量 反正 不算 差 对得起 价格 ,1,0,1
宝贝 炖汤 锅 收到 发货 速度 很快 图片 喜欢 好看 非常适合 赞 ,0,1,0
性价比 高 图案 清晰 勺子 纯白色 筷子 木质 勺子 碗 同色系 更好 ,1,1,1
不错 一套 拼盘 套装 两口 人用 刚刚 特别 合适 实体 店里 买 便宜 性价比 挺 高 喜欢 运输 包装 泡沫 保护 手里 完好无损 真棒 ,1,1,1
看着 大小 合适 做工 精细 送货 很快 上火 试试 效果 再评 ,0,1,1
很漂亮 精致 杯子 好好 送过来 包装 细心 磕碰 好评 ,0,1,1
京东 商城 免费 水果 领 质量 外观 包装 破损 泡沫 箱装 素雅 花级 漂亮 点赞 隔热 效果 不错 五星 好评 推荐 购买 ,1,1,1
双子座 喜欢 收集 星座 杯子 买 几款 白色 特意 逛 喜欢 买 款 黑色 简单 大方 配有 小瓢 羹 店家 包装 严实 物流 超快 老公 办公室 新 杯子 泡 咖啡 ,0,1,1
大小 正合適 顏值 高 京東 購物 遞員給 送 樓 辛苦 謝謝 京東 自營 退換貨 購物 首選 自營 品種 增加 更好 ,0,1,1
物流 超快 服务 收到 货 检查 没有 发现 损坏 现象 产品 感觉 美观 精致 摸 舒服 很厚 包装 精致 购物 挺 满意 ,0,1,1
锅 收到 收到 当天 室友 买 条 鲫鱼 做 鲫鱼 豆腐汤 佩服 手艺 棒极了 锅 功劳 用过 锅来 做 汤 朋友家 朋友 有用 买 试试 水 确实 失望 质量 不错 好评 ,0,0,1
外观 包装 塑料 泡沫 包装箱 暴力 运输 外壁 破坏 还好 内部 受损   美观 程度   说 好看 图形 没什么   商品 价格 算 便宜 质量 过得去   体验 感受 算 不错 起码 效果 质量 还行   瓷质 效果 真心 价格   隔热 效果 隔热 效果 端 热菜 ,1,1,1
盘子 很漂亮 物美价廉 ,1,1,0
碗碟 收到 漂亮 日风 满满的 碗 盘子 条纹 漂亮 勺子 有条纹 完美 ,0,1,0
挺 喜欢 复古 创新 ,0,1,0
锅 不错   买回来 奥   熬制 药   中药   把手 设计   火 上端   把手 温偏 热  隔热 好评 ,0,0,1
挺 价格便宜 盘子 碗 特别 白净 ,1,1,0
老公 买来 泡 咖啡 高大 很漂亮 ,0,1,0
手工 工艺 这件 宝贝 手感 光滑 厚实 把玩 时 犹如 冰蛇 寒铁 宝光 璀璨 玲珑 中透 悠悠 寒光 打眼 凡间 物品 大有 来历 做 轻易 提高 物品 价值 正 兰陵 美酒 郁金香 玉碗 盛来 琥珀 ,1,1,1
不错 碗 大小 合适 价位 高 服务态度 一流 小女生 挺 ,-1,1,0
买回来 就试 正品 价格便宜 性价比 超高 特别 划算 包装 高端 大气 上档次 买 苏泊尔 稍微 小点 质量 值得 购买 ,1,1,1
物美价廉     外观 包装   美观 程度 不错   商品 实用 ,1,1,1
挺 错 电磁炉 价钱 便宜 质量 精致 外观 精美 很快 客气 商品 点赞 京东 点赞 ,1,1,1
质量 做工 喜欢 ,0,0,1
值得 购买 物美价廉 送个 真诚 评 质量 上乘 谢谢 老板 价格 适中 商场 买 划算 服务 ,1,1,1
外观 漂亮 质量 效果 品牌 值得 信赖 ,0,1,1
京东 购物 包装 完好无损 物流 很快 产品质量 不错 点赞 ,0,0,1
完整   看着 外观 还行   价格 合适,1,1,1
杯子 做工 精致 手感 舒适 实用 ,0,0,1
碗 不错 买 几次 配 一整套 喜欢 家人 喜欢 客人 整上 一整套 吃饭 香 看着 食欲 高档 上档次 ,0,1,0
宝贝 早 收到 一段时间 质量 釉面 光滑 没什么 疵点 挺 担心 远发 到货 碎 行 包装 简单 泡沫 保护 完好无损 物流 很快 ,0,0,1
造型 好看 表面 光滑 细心 配 齐全 ,0,1,1
超市 买 砂锅 好用 公婆 家 买 细腻 清洗 做 完 菜肴 保温 热乎乎 特别 好用 适合 煲汤 砂锅 开启 家里 美食 之旅 茄子 煲 麻辣 香锅 做 味道 超级 棒 ,0,0,1
碗 容量   想象 中 小太多   巴掌 ,0,-1,0
碗碟 套装 很漂亮 礼盒 包装 送人 档次 高端 大气 上档次 京东 商城 发货 送货 物美价廉 满意 购物 体验 还会 光顾 京东 商城 活动 价格 实惠 ,1,1,0
疫情 插曲 收到 货 实物 颜色 款式 太美 好评 物流 包装 信息 贴心 宝贝 好看 时尚 百搭款 京东 值得 信赖 还会 购买 ,0,1,0
美观 程度 外观 精致 美观 大方   外观设计 符合 审美   表面 手感 表面 手感 表面   光滑 拿在手上 舒服   手工 工艺 做工 ,0,1,1
浩雅 陶瓷 碗碟 套装 头 碗盘 很漂亮 瓷 碗碟 款式 质量 不错 ,0,1,1
包装 严实 锅 ,0,0,1
挺大 太能 放 东西 几次 发现 熬汤 不错 ,0,1,0
多个 选择 选择 款 冲着 品牌 质感 行 质量 看着 不错 不错 希望 耐用 京东 物流 小哥 很棒 ,0,0,1
京东 品质 值得 信赖 网上 买 东西 信赖 京东 例外 五星 好评 满意 沟通 京东 用心 做 电商 点赞 产品质量 下滑 实实在在 差评 电商 客户 繁荣 共生 关系 希望 构建 美好 购物 环境 ,0,0,1
好看 杯子 超值 京东 送货 超快 上午 晚上 ,1,1,0
货 收到 质量 光滑 细腻 盖 合缝 清洗 试用 ,0,0,1
外观 包装 包装 每一隔 泡沫 纸   美观 程度 欧式 风格 ,0,1,0
物流 超快 早晨 下单 下午 一款 砂锅 颜色 很漂亮 材质 品牌 值得 信赖 ,0,1,1
款 砂锅 不错 买 价格 便宜 熬汤 喜欢 长得 不错 很大 不算 特别 占 地方 推荐 购买 好好 ,1,1,0
好评 精致 美观 优雅 朋友 礼物 合适 ,0,1,1
京东 说 速度 赞 包 细致 完好无损 精美 瓷面 干净 瑕疵 满意 价格 实惠 还会 买 好评 ,1,1,1
收到 外观 包装 打开 完好无损 碗碟 花 颜色 好看 ,0,1,1
外观  不错 好看 精致,0,1,1
锅 活动 买 看着 外观 不错 回家 用下 追评 ,1,1,0
杯子 可爱 哈哈哈哈 泡 牛奶 喝 清洗 ,0,1,0
瓷质 效果   隔热 效果   美观 程度 美观   商品 新颖   外观 包装 完好 ,0,1,1
碗 盘子 不错 看着 质感 花型 喜欢 ,0,1,1
好看 精致 hhhh 喜欢 简约 ,0,1,1
美观 程度 漂亮 大小 正合适 ,0,1,0
质量 真差     山高皇帝远   太对 接受     电话   见过 最差   公司 公司 ,0,0,-1
好看 包装 结实 完美 ,0,1,1
独立 包装 真 好看 好看 实用 刚刚 喜欢 喜欢 ,0,1,1
漂亮 价格 便宜 超市 买 大勺 元 一套 价格 值得 买 ,1,1,0
包装 产品 很漂亮 喜欢 全 五分 下次 ,0,1,0
还会 回购 卖家 描述 完全一致 好看 毛病 先给 好评 收到 宝贝 惊喜 ,0,1,0
美观 程度 喜欢   外观设计 外观 大气 做作 ,0,1,0
外观 不错 比较满意 下次 需要的话 还来 ,0,1,0
不错 挺 好看 精致 贵 ,-1,1,1
物流 包装 漂亮 特别 喜欢 汤碗 汤 瓢 ,0,1,0
外观 包装 包装 泡沫 箱装 碗碟 打包 磕碰  精致 美观 程度 外观 精美 价格 实惠 超市 便宜 ,1,1,1
想象 实用 卤肉 不错 卤 整只 很沉 瓷锅 结实 暂时 烧 几年 家家 备用 不错 ,0,0,1
东西 款式 不错 摆上 好评 ,0,1,0
砂锅 煲 确实 不错 包装 煲汤 保温 效果 盖子 耳 烫手 值得 购买 小哥 送货 服务 点个 赞 ,0,0,1
杯子 图片 描述 容量 合适 搭配 勺子 贴心 儿子 冬天 冲个 奶粉 ,0,1,0
包装 礼盒 包装 结实 完整 很漂亮 ,0,1,1
包装 泡沫 损坏 砂锅 质量 两周 裂纹 情况 产品 表面 瑕疵 严重 黑点  颜色 老气  ,0,-1,-1
颜值 高 优惠 买 4.5 L 砂锅 肚 很大 煲 一只 中 小鸡 煮 汤来 味道 清 砂锅 煲汤 锅煲 好喝 厚实 质量 锅盖 严实 烫手 确实 一口 好锅 ,1,1,1
第二次 购买 砂锅 高端 大气 上档次 质感 图案 漂亮 容量 很大 煲汤 炖肉 棒 京东 自营 产品 品质 售后 保证 京东 物流 送货 很快 ,0,1,1
棒 炖汤 容量 很大 清洗 困难 满意 ,0,1,0
大气,0,1,0
包装 物流 价格 实惠 超市 便宜 质量 实体店 颜色 正 喜欢 宝贝 介绍 质感 功能强大 感觉 不错 商品 收到 咯 特别 喜欢 收到 迫不及待 打开 家人 满意 购物 体验 不错 ,1,1,1
喜欢 质感 不错 ,0,0,1
买 3.5 升 质量 颜色 好看 上档次 一分钱 一分货 价格 合适 实用 买 两个 4.5 升 6.5 升 过年 家用 喜欢 放心 购买 ,1,1,1
不错 发货 速度 送货 速度 性价比 挺 高 期待 效果 ,1,0,1
实惠 质量 好 包装 里 泡沫 碗筷 质量 ,1,0,1
听 朋友 介绍 这款 砂锅 真心 不错 价格 实惠 卖家 服务态度 砂锅 质量 更是 没得说 动手 变得 简单 砂锅 看着 特别 显得 高大 解决问题 很快 态度 第一次 砂锅 感觉 更好 大小 装 一只 合适 做工 特别 精致 强力 推荐 建议 大家伙 购买 京东 值得 信赖 伙伴 ,1,1,1
